,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
394,There were approximately 100 birds singing., Many birds were singing.,[-3.4527736 -2.103658   0.6205042 ... -1.3633317 -1.0840621  1.3205462],"[-1.3577664   0.8880396   1.0635846  ... -1.9136362  -0.30097422
  1.5538945 ]"
395,I have more than 18 cats., I have a large number of cats.,[-1.3479671 -3.3413346  0.4183979 ... -1.0616951 -1.0622717  2.2806349],"[ 0.11582384 -1.8320861   0.93594396 ... -0.4005334  -1.5611211
  1.6723175 ]"
396,She bought about 25 pairs of socks., She bought many pairs of socks.,"[-0.96554536  0.8117703   2.306421   ... -0.91766864 -1.3973639
  2.001879  ]","[ 0.24190848  1.3435408   2.8052564  ... -1.70134    -1.9847437
  1.4778156 ]"
397,He read at least 12 chapters., He read a significant portion of the book.,"[-2.1428905  -1.080794    0.12148222 ... -0.19194873  0.9733474
  4.3879147 ]","[-1.448408    0.45244837 -0.34709182 ... -0.18192966  1.4794067
  2.6651094 ]"
398,There are more than 150 fish in the pond., The pond is full of fish.,"[-2.879917   -2.9533665   0.18503687 ...  0.16588189 -0.27557018
  1.4248164 ]","[-1.614166    0.2428174  -1.2765254  ...  0.80658466 -3.4001842
  3.8233266 ]"
399,I ate over 30 bowls of soup., I ate a huge amount of soup.,"[-1.2779999  -2.1651103   0.39959008 ... -2.3925807  -0.19091962
  3.3214917 ]","[-2.2641299   1.3385333   2.1641736  ... -1.6256362   0.26376036
  2.2943    ]"
400,She drank approximately 30 bottles of water., She drank a large quantity of water.,"[-1.5881888   1.8290037   3.1699307  ... -0.697311    0.54788506
  3.1641908 ]",[-2.45913    3.7098298  2.8802495 ... -2.1375725  1.1362362  4.0855885]
401,He wrote around 45 essays., He wrote many essays.,"[-2.373048   -1.7441353   0.4850425  ... -1.8036172   0.9726943
  0.27684906]",[-2.689038   2.9082592 -0.6280035 ... -3.0723891  1.4589605  1.4158866]
402,There are at least 250 houses in the neighborhood., The neighborhood has many houses.,"[-2.4396367  -5.915986    1.0041028  ...  0.55203575 -1.5534543
  2.249473  ]","[-0.35538518 -5.3815255   2.0768564  ...  1.224895   -1.3401915
  2.2916749 ]"
403,I have more than 30 cats., I have a lot of cats.,"[-1.3230624  -3.322215    0.48925316 ... -1.0684247  -0.89114296
  2.2584515 ]","[ 0.22019267 -1.482166    0.638379   ... -0.67823017 -1.2694267
  1.7816306 ]"
404,She bought about 20 pairs of pants., She bought several pairs of pants.,[-0.7411207  0.7403747  1.9276187 ... -1.0185803 -1.6608448  2.221106 ],"[ 0.47166124 -0.21823953  1.8801314  ... -1.2098215  -2.0990345
  1.8739064 ]"
405,He read over 30 novels., He read many novels.,"[-1.5702844  -0.7352736   0.02776498 ... -0.53777814  1.1470612
  3.305019  ]",[-3.2583942  2.4162169  0.404327  ... -1.133342   1.5665454  3.5285153]
406,There are approximately 500 books on the shelf., There are numerous books on the shelf.,"[-5.4169173  -2.6837957   0.52984273 ...  0.905091   -0.5682315
  1.6606382 ]","[-3.5280914  -1.3914356   0.8538263  ... -0.17914435  0.47277597
  3.483143  ]"
407,The team scored over 10 goals., The team scored many goals.,"[ 1.669224   -1.2427709  -0.53528047 ... -3.5808482  -3.2888937
  6.249935  ]",[ 2.1244922  1.375748  -0.5513472 ... -3.659395  -3.6315594  5.825854 ]
408,The chef prepared more than 50 dishes., The chef prepared a large number of dishes.,"[-1.6169062  -0.14215362  0.9189531  ... -1.0231076  -2.4936519
  0.41998523]","[-1.7741263   0.30657995  1.2120539  ... -1.4993579  -1.6000416
  2.0065145 ]"
409,The store sold at least 100 shirts., The store sold a significant number of shirts.,"[-1.532034   -5.0044117   2.285106   ...  0.37689683 -3.0821273
  1.2256126 ]","[-0.52023345 -3.3225732   2.5519981  ... -0.39750704 -1.70122
  1.9352665 ]"
410,The garden contains approximately 30 roses., The garden has many roses.,"[-0.79144055 -2.9688425  -0.34603173 ...  0.23158333 -2.830739
  1.9622939 ]","[ 1.081782   -1.0800208  -0.09144672 ... -0.02414933 -3.26671
  2.5426013 ]"
411,The library has over 8000 books., The library has a vast collection of books.,"[-3.5466268  -3.9122477   0.13748203 ... -0.4664484  -1.5777577
  3.0003486 ]","[-2.5757265  -2.0180483   1.3934572  ...  0.25510356  1.5414668
  2.0745206 ]"
412,The artist painted more than 60 pictures., The artist created many paintings.,[-1.6246036 -3.0960965  1.9522448 ... -1.5312449 -0.4375101 -1.0602353],"[-1.0506824  -0.20334594  0.69765306 ... -1.8806075   0.39599013
  0.7119518 ]"
413,The farmer harvested over 300 bushels of wheat., The farmer had a very good harvest.,[-4.4859076  1.8234762  1.0364628 ... -3.3162344 -2.7347925 -0.7742086],"[ 0.04174671  2.2534766   1.0583099  ... -1.2476029   0.2619086
  2.2831104 ]"
414,The teacher assigned approximately 30 problems., The teacher assigned a lot of problems.,"[-1.8002741  -1.7868917   2.4622502  ... -0.7816489  -0.58687264
  2.0973926 ]",[-1.7245383 -0.7700865  2.242667  ... -1.7182976 -0.5775845  1.1953244]
415,The student answered at least 20 questions correctly., The student performed well on the test.,"[-2.6104288   2.520538   -0.7296143  ... -1.7578963  -0.87093616
  1.7157537 ]","[-0.02467698  3.1275065   0.8467423  ... -3.7543812  -2.0480254
  1.5715137 ]"
416,The musician played over 50 songs., The musician played many songs.,"[-1.6243594  -0.34825203 -1.563829   ... -0.9783399   0.76851356
  1.1935731 ]","[-1.2911866   2.3364353  -1.2712231  ... -1.9620148   0.13738944
  0.9146669 ]"
417,The company hired approximately 150 employees., The company hired a large number of employees.,"[-0.31900913 -0.9315637   1.4892321  ...  0.46558523 -0.94026345
  2.2568636 ]","[-1.2269586   2.6429663   1.4761453  ... -0.02625754 -1.5748966
  2.508993  ]"
418,The author wrote around 10 chapters., The author wrote several chapters.,"[-0.35712042 -3.0277085   1.5175676  ... -1.1245888   0.44827524
  0.98096824]",[ 0.7101614 -1.9042295  0.4178494 ... -1.7827978  1.1608295  1.6214818]
419,The scientist conducted more than 40 experiments., The scientist conducted numerous experiments.,"[-1.1897845   0.82915795  1.9778925  ... -0.35334098 -2.660744
  0.22046861]","[-0.6158322   2.5400665   1.7273269  ...  0.21494906 -2.2430086
  1.4617163 ]"
420,The baker sold over 200 loaves of bread., The baker sold a large quantity of bread.,[-5.654954  -2.8948436  0.7866712 ... -1.9093391 -0.9630736  0.91747  ],"[-3.644456   -1.0749192   1.5706389  ... -2.7350988  -0.75088686
  1.5954822 ]"
421,The store had approximately 60 apples., The store had many apples.,"[-2.8798566  -4.50507     1.816683   ...  1.298942   -0.5947238
 -0.30358076]","[-1.830099   -2.8088734   2.9674413  ...  0.07531452 -0.79982686
 -0.7237692 ]"
422,The park contained over 300 trees., The park has a large number of trees.,"[ 0.7926969  -6.214546    1.2226803  ... -0.6725484  -0.36395717
  1.4548085 ]","[ 2.6060193  -4.2772436   0.7460645  ... -0.2894835  -1.1382867
  0.87528944]"
423,The classroom held about 50 students., The classroom was full.,"[-4.602068   -3.1090322   1.6131384  ...  0.27368492 -0.5678526
  2.9469845 ]",[-2.1096022 -2.9020126  1.6962731 ...  0.3222284 -0.7387798  3.6318638]
424,The concert attracted more than 3000 people., The concert was very well attended.,"[-1.710482   -2.4274163   1.222627   ...  0.18081512 -1.4954362
  2.214125  ]","[-0.21351278 -1.8385403   0.33348432 ... -0.8653363  -1.8232355
  2.6077552 ]"
425,The museum displayed approximately 250 artifacts., The museum displayed many artifacts.,"[-2.9532423  -3.4417481   0.43416053 ... -0.2705055   0.81834775
  1.4294589 ]","[-2.359361   -1.4048252   0.29885456 ... -1.3840526   0.78209275
  1.5996529 ]"
426,The library held over 15000 books., The library has an extensive collection of books.,"[-4.0612     -5.4780326   1.2093462  ... -0.25164095  0.5914874
  4.2835383 ]","[-1.3221617  -2.4744518   0.7941851  ... -0.48786893  1.42104
  2.9222717 ]"
427,The restaurant served about 500 customers., The restaurant served many customers.,"[-1.5965296  -4.658169    1.6963612  ...  0.01317421 -1.2940652
  3.0180972 ]",[-2.2036228 -2.6455312  1.921864  ... -1.7291158 -1.6562079  2.9285176]
428,The school enrolled over 2000 students., The school has a large student body.,"[-2.7315183  -3.01464     2.7632463  ... -0.54539025 -4.5015435
  3.389807  ]",[-1.3719251 -2.4289708  2.5818846 ... -0.6225137 -5.692998   2.7384706]
429,The city had approximately 5 million residents., The city has a very large population.,"[-3.4185858  -1.3325553   0.62264353 ...  0.96995014 -1.4271979
  2.491794  ]","[-0.3361775  -1.037866    2.6319654  ...  0.15121303 -2.8600962
  1.8878776 ]"
430,The company produced over 20000 products., The company produced a huge number of products.,"[-1.9573783  -0.45097026  1.280959   ... -1.7928206  -1.2320327
  1.8984026 ]","[-1.4910846   2.0859325   1.5209336  ... -2.1555178  -0.34922898
  2.1931205 ]"
431,The farm raised more than 5000 chickens., The farm raised a very large number of chickens.,"[-2.8742714  -0.07526481  2.0261815  ... -1.8902043  -0.2605834
  1.252645  ]",[-1.9948591  0.7652221  0.9773418 ... -1.7979151 -1.0090524  1.9829769]
432,The boutique sold 250 scarves., The boutique sold many scarves.,"[-1.2274151  -5.8721094   2.2051134  ...  0.03791093 -4.1613917
  0.6334172 ]","[-0.37870646 -0.81564724  2.4740956  ... -1.3597268  -2.4757838
  1.164335  ]"
433,The factory produced around 8000 cars., The factory produced a large number of cars.,"[-2.8118525  -1.4586239   0.22959131 ... -3.158138   -2.259157
  1.3107322 ]","[-2.3128395   1.7426335  -0.01233617 ... -3.282936   -2.3033419
  2.342548  ]"
434,Approximately 400 birds were nesting in the cliffs., A large number of birds were nesting in the cliffs.,"[-1.5486017  -1.9480675   1.5223277  ... -0.3646301  -0.06461431
  0.525339  ]","[-0.5402275   0.5794365   1.5498245  ... -0.01714263  0.9672264
  0.35962918]"
435,I baked at least 50 cookies for the fundraiser., I baked many cookies for the fundraiser.,"[-2.3643467  -3.0774453   0.88656217 ... -2.900322   -0.9196141
  2.778169  ]","[-1.5762845   0.08598118  1.2313225  ... -3.81906     0.09945394
  3.487387  ]"
436,She read over 70 books during the summer., She read a significant number of books during the summer.,"[-2.0801244  -2.6535711   0.08977327 ... -0.93763924  0.42026857
  3.6301522 ]","[-1.5590396  -1.2632626   0.27450112 ... -1.2259707   0.41139662
  3.3765783 ]"
437,He wrote close to 200 pages of his manuscript., He wrote a substantial portion of his manuscript.,[-2.183548  -1.4562111  0.3377453 ... -1.5587751  2.673878   1.4270428],"[-1.4032276  -0.18438603 -0.08862276 ... -2.1190631   2.308528
  0.84665173]"
438,There were more than 60 cars waiting at the tollbooth., Many cars were waiting at the tollbooth.,"[-3.457141   -2.1680517   0.33836347 ... -0.4718299  -2.2528648
  1.0588791 ]","[-2.0909305   1.0085453   0.80047715 ...  0.09530561 -2.299791
  1.1682947 ]"
439,I saw at least 50 squirrels foraging for nuts., I saw numerous squirrels foraging for nuts.,[-2.7861428 -4.539975   0.7894799 ... -3.1263573  0.2849218  1.0861613],[-1.3137424 -2.3624492  0.8216408 ... -3.2939537  1.0652686 -0.0557392]
440,She collected over 120 stamps., She has a very extensive stamp collection.,"[ 0.21793927 -0.975777    0.6747911  ... -0.16903953  0.7137401
  2.2024932 ]","[ 0.53846264 -0.18114357  1.0189351  ...  0.09184037 -2.6190987
  2.007104  ]"
441,He planted approximately 100 trees along the riverbank., He planted many trees along the riverbank.,"[-2.5562112  -0.26330417  1.6189773  ... -0.01606754  0.18926273
  1.7429817 ]","[-1.5653863   3.2861774   1.2867461  ... -0.01479183  1.357016
  0.9607537 ]"
442,There were more than 500 people at the stadium., A huge crowd was at the stadium.,"[-4.7938414  -3.0126681   0.6556579  ... -0.07540379 -1.5114725
  1.8592368 ]","[-3.3117359   0.0342021   1.081546   ...  0.85362285 -1.6882235
  3.5475192 ]"
443,I answered at least 60 questions correctly on the test., I got a large number of questions correct on the test.,"[-3.0423355  -1.0786316   0.20016359 ... -2.0662215  -1.5180174
  1.3116473 ]","[-2.4102957  -0.28408694  0.41051278 ... -0.98452884 -0.5098745
  1.1222004 ]"
444,She baked around 90 cupcakes for the party., She baked a considerable number of cupcakes for the party.,[-1.5848536 -3.5438044  0.9322033 ... -2.481419  -0.9676735  2.9968176],"[-0.40190306 -1.6128207   0.4332842  ... -3.475283   -0.55110556
  3.1920156 ]"
445,He spent over 40 hours working on the project., He devoted a significant amount of time to the project.,"[-0.72804785 -0.9572329  -0.38947222 ...  0.03707107  1.2402247
  1.6012229 ]","[-0.7093052  -0.05040101  0.08608793 ... -0.28922302  0.971116
  0.8018825 ]"
446,There were nearly 250 stars visible that night., Countless stars were visible that night.,"[-4.1693172  -3.5596368   0.9167156  ...  0.16223109 -0.33868933
  1.4438883 ]","[-2.6626096  -1.1839921   1.4953513  ...  0.82737523 -0.7892539
 -0.13252623]"
447,I bought more than 15 pairs of shoes this year., I bought many pairs of shoes this year.,"[-1.3264718  -2.639468    1.3274941  ... -1.9132327   0.11525286
  1.9999466 ]","[-1.7806157  -2.0482304   1.1929277  ... -2.3256752  -0.15119508
  1.8821185 ]"
448,She wrote over 30 poems., She wrote a significant number of poems.,"[-0.7961174  -1.4988534  -0.43659338 ... -1.0597851  -0.70793605
  1.8267155 ]","[ 0.18174566  0.30285785 -0.40811634 ... -2.083869    0.700275
  0.90942925]"
449,He planted approximately 25 flowers., He planted some flowers.,"[-1.4876783   1.1730968   0.9655115  ...  0.01672143 -0.50673664
  1.933376  ]","[ 0.27721256  4.627471    1.7371212  ... -0.28269917 -0.71242166
  1.9190735 ]"
450,There were close to 250 students at the assembly., Many students were at the assembly.,"[-4.8143325  -4.1726866   0.46646065 ...  0.26446602 -1.0904183
  3.214054  ]","[-4.2006564   0.05280314  1.5109806  ...  0.40716693 -2.7054956
  4.1169496 ]"
451,I have 12 dogs., I have a lot of dogs.,"[-1.2393286  -3.6251986  -0.08086713 ... -1.0011356  -1.4552342
  1.9747387 ]","[-7.7005309e-01 -1.6640718e+00  1.2559721e-03 ... -4.8554245e-01
 -6.3010263e-01  1.0803511e+00]"
452,She read at least 50 books last year., She read many books last year.,[-3.0771828 -0.8785105  0.8408088 ... -1.658218  -1.0620427  3.8534281],[-2.8021111  1.2647182  1.5669625 ... -3.2939303 -1.3279792  3.4681697]
453,He wrote over 40 essays., He wrote numerous essays.,"[-2.3670406  -0.9500555  -0.39261046 ... -2.3103342   1.0283896
  1.1693175 ]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
454,There were approximately 300 chairs in the auditorium., There were plenty of chairs in the auditorium.,"[-4.963901   -4.816125    0.50179416 ...  0.8153184   0.13609783
  1.5314202 ]",[-4.22725   -5.4035993  0.650293  ...  0.5103961  1.0287702  2.6397495]
455,I ate more than 30 slices of pizza., I ate a huge amount of pizza.,"[-2.793662   -0.13225752  2.3605719  ... -2.3629603   0.563755
  2.5814652 ]",[-2.7327936  1.0945381  2.2503617 ... -1.8127971  1.01187    2.3336377]
456,She drank over 25 cups of coffee., She drank a great deal of coffee.,[-3.059779   0.2835198  3.4478087 ... -1.9967104  1.5078113  5.595786 ],[-2.2553093  2.87003    3.3217244 ... -2.5413635  2.4161296  4.339889 ]
457,He spent about 55 hours working this week., He worked many hours this week.,"[ 0.5394154  -1.664873    0.9108452  ...  0.38274106  1.8427428
  1.6020164 ]","[ 0.576155   -1.3919293   1.2288358  ... -1.3918742  -0.04148841
  3.2871563 ]"
458,There are roughly 200 houses on this street., There are many houses on this street.,"[-3.3309422  -6.0253086   1.1550757  ...  0.32224548 -1.8225552
  0.7467597 ]","[-3.4025588  -3.950081    1.7707393  ...  0.29186413 -3.0449016
  1.7032181 ]"
459,I own at least 30 pens., I have many pens.,"[-0.5974904  -3.2098455   0.68860084 ... -1.4986473  -1.0725033
  2.027915  ]",[-1.3802323  2.1364431  1.359572  ... -0.9311024 -1.3963549  1.7822056]
460,She bought close to 40 dresses., She bought a large number of dresses.,"[-0.6988591  -0.55746853  0.9596664  ... -0.63636535  0.9466767
  3.0914133 ]","[-0.04615557  1.8990452   0.5331463  ... -1.4300429  -0.8884998
  2.1762378 ]"
461,He read approximately 50 articles., He read many articles.,"[-1.9301947   0.11974057  0.65808076 ... -0.9521698   1.155637
  2.9047527 ]","[-2.2879367   2.1965537   0.62965    ... -2.2567058   0.74286985
  3.490947  ]"
462,There are around 250 apples in the orchard., There are a large number of apples in the orchard.,[-2.6702843 -4.6511607  0.9714692 ... -1.6778893 -1.3181698 -1.4208357],[-1.772008  -2.400983   0.5221961 ... -1.855701  -0.7111771 -1.2793199]
463,I ate nearly 25 slices of bread., I ate a large amount of bread.,"[-3.6011257  -0.5693551   1.9412708  ... -1.3889792   0.16044886
  2.173446  ]",[-2.3301494  1.4547353  2.251196  ... -1.1817427  0.5735494  1.9863343]
464,She drank close to 30 cups of tea., She drank a lot of tea.,[-1.6630341  0.5342594  3.445501  ... -0.7326097  1.9168967  4.6355014],"[-1.4772408   2.2656198   3.5739484  ... -2.5396533   0.76609707
  3.9856288 ]"
