,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
355,The observatory is studying stars,The observatory is observing planets.,"[-2.165173   -0.54484594  1.1820532  ... -1.7011127  -4.091332
  0.7788921 ]","[-2.036111   -0.97357976  2.152244   ... -1.3151188  -3.7670827
  0.8578843 ]"
356,The astronomer is studying the cosmos,The astronomer is observing a specific object.,"[-2.898991    2.315987    3.0886188  ...  0.35013384 -2.6947753
  1.078123  ]","[-1.4776402   0.730459    3.5976033  ...  0.79946244 -3.4404583
  0.5036826 ]"
357,The flower is in the vase,The flower is beside the vase.,"[ 0.3912891   2.5301104   0.09502801 ...  1.6021858  -1.8160887
  1.6353898 ]",[ 4.065186   2.9575076  1.8711575 ...  0.9226036 -1.8327593  2.163284 ]
358,The vase is on the table,The vase is under the table.,"[ 1.3487759   3.0230255  -0.16168731 ... -0.46428636  0.35250744
  3.6452274 ]","[ 2.3374135   3.90462     2.149636   ... -1.2321968   0.32787305
  3.8960023 ]"
359,The lamp is on the desk,The lamp is beside the desk.,"[-0.02314695  2.571456    0.44714808 ... -1.2877468  -2.5048046
  1.7938718 ]","[ 2.036143    2.9547842   1.8506366  ... -0.77147514 -0.9418016
  1.5125685 ]"
360,The chair is near the table,The chair is far from the table.,"[ 1.3573755   2.5003784   0.30528268 ... -1.6408843   3.0127437
  4.2552643 ]",[ 0.8695467  1.5516905  1.9807905 ... -1.3790476  4.3195276  5.064987 ]
361,The book is on the shelf,The book is under the shelf.,"[-1.725624   -0.44001684  0.7330263  ...  0.7511699   1.3279008
  2.2896907 ]","[-1.9518766   0.09313294  3.3542354  ...  0.8060773   1.8127062
  3.4899328 ]"
362,The pen is in the cup,The pen is next to the cup.,[1.7137293 4.634704  3.1962087 ... 0.5685497 0.7531047 1.469121 ],[2.7601848 5.158039  3.4464202 ... 0.6274115 1.2785816 1.590909 ]
363,The picture is on the wall,The picture is leaning against the wall.,"[-2.5015254  -2.3023674  -0.17163534 ...  0.4662648  -0.58897436
  1.0575448 ]","[ 0.38761967 -1.947378   -0.22590785 ...  1.0860469   0.7682601
  2.075773  ]"
364,The clock is on the mantelpiece,The clock is under the mantelpiece.,"[-0.34823966 -0.5486601   2.317526   ... -1.726626   -1.5294001
  1.0740877 ]",[ 1.3185639  0.1104706  1.7159456 ... -2.4260395 -1.0329266  2.097641 ]
365,The plant is by the window,The plant is away from the window.,"[ 0.53469044  0.40690613  1.5877151  ...  0.3477954  -4.174435
  2.2883887 ]","[ 0.7354983   2.1250095   3.2132483  ... -0.01544884 -3.975091
  2.2908819 ]"
366,The phone is on the sofa,The phone is under the sofa.,"[-0.58977896  3.4208758   2.7547035  ...  1.1524541  -1.1045331
  2.3988857 ]","[ 1.1191665   5.011027    3.8185904  ...  0.36846182 -1.1972392
  2.3776414 ]"
367,The keys are on the table, The keys are under the table.,"[ 3.0339124   2.9351003  -0.24920003 ... -0.9083459   1.5778738
  1.2487966 ]","[ 1.2895647   1.6327893   1.1629285  ... -0.49403885  1.9783555
  2.3803105 ]"
368,The phone is in my pocket, The phone is on my desk.,"[ 0.27456227  5.520885    3.972666   ...  0.631448   -0.08912051
  0.8230615 ]","[-0.69683444  4.055913    2.7059815  ...  0.42447257  0.16881621
  1.3999951 ]"
369,The wallet is in my bag, The wallet is on the table.,"[ 0.42797446  3.9446037   1.6760875  ... -0.5136733   1.4129157
  1.5821009 ]",[ 1.0004086  3.2783763  3.4508717 ... -0.7011105  3.9012341  1.8064063]
370,The book is on the shelf, The book is under the shelf.,"[-1.725624   -0.44001684  0.7330263  ...  0.7511699   1.3279008
  2.2896907 ]","[-1.6017911  -0.0212933   3.3493783  ...  0.88101786  2.2857385
  3.320312  ]"
371,The lamp is next to the bed, The lamp is on the bed.,"[ 0.58687776  2.4155152   1.5872065  ... -0.44215316 -0.4997576
  1.3883219 ]","[-0.05751453  2.6929767   1.9835522  ... -0.36494246 -1.814811
  1.6671308 ]"
372,The chair is near the fireplace, The chair is in front of the fireplace.,"[-0.21832263  2.1086018   0.51406497 ... -1.5837814   2.1873481
  4.440016  ]","[-0.35908988  1.4623435   1.1355449  ... -0.5154012   3.7103276
  3.9764442 ]"
373,The picture is above the mantelpiece, The picture is beside the mantelpiece.,"[-1.2553934  -3.0845623   0.41050255 ... -1.6913261   0.134859
  0.78907484]","[ 0.8863089  -2.087487    0.17686476 ... -0.58507806  0.94447494
  1.0290805 ]"
374,The clock is on the wall, The clock is on the table.,"[-0.71585655  1.0703174   3.0953877  ... -0.62188154 -2.2880862
  1.8683726 ]","[ 0.5119184   2.1678543   3.6301327  ... -0.6291708  -0.43340173
  2.7029374 ]"
375,The plant is by the window, The plant is in the window.,"[ 0.53469044  0.40690613  1.5877151  ...  0.3477954  -4.174435
  2.2883887 ]","[ 0.33969232  1.6537815   2.6238506  ...  0.5775749  -2.0075169
  2.3495173 ]"
376,The vase is on the table, The vase is under the table.,"[ 1.3487759   3.0230255  -0.16168731 ... -0.46428636  0.35250744
  3.6452274 ]",[ 1.6103567  3.5129504  2.2621865 ... -0.8201615  1.4295951  3.9456646]
377,The flowers are in the vase, The flowers are on the table.,"[ 1.7343102   2.341523   -0.25894153 ...  0.69061893 -1.8589042
  1.4590498 ]","[ 3.8214943   2.3250065   0.6743623  ... -0.08237641 -1.9475763
  2.8844655 ]"
378,The candle is on the table, The candle is under the table.,"[-1.0710996   1.6260271   1.0618925  ...  0.01329958 -1.7791847
  2.4135027 ]","[-0.02554236  2.8047872   2.9917445  ... -0.32170215 -0.9457779
  3.0906765 ]"
379,The bowl is on the counter, The bowl is in the cabinet.,"[ 2.0481398   1.644311    1.630633   ... -0.1878468   0.23447347
  2.582609  ]",[1.6846447 1.9381627 2.6228197 ... 0.5061063 1.2695198 2.2009761]
380,The mug is near the teapot, The mug is inside the teapot.,"[-0.7919549   2.503176    3.2858746  ... -1.2043078   0.90879875
  3.3724663 ]","[-0.54265076  1.962333    4.119813   ... -1.4902744   1.663486
  3.5731025 ]"
381,The plate is on the table, The plate is under the table.,[0.8308764  1.8237976  1.0835004  ... 0.11510392 0.52656895 3.4682262 ],"[ 1.0414474   2.0308778   2.6446357  ... -0.29360193  0.9965566
  3.365505  ]"
382,The knife is beside the fork, The knife is on top of the fork.,[3.9325485 5.740818  2.3999765 ... 3.0408535 1.3100543 2.2325838],[2.8645117 5.438576  2.75496   ... 1.8511927 2.551549  3.0851412]
383,The fork is on the table, The fork is in the drawer.,[0.882711  1.8531984 1.284408  ... 1.0535625 2.3211837 4.8149157],[2.1389377 2.3871968 2.5020273 ... 1.7084318 3.3928268 3.9043152]
384,The spoon is in the bowl, The spoon is beside the bowl.,[1.0355587 4.400103  3.6103947 ... 1.2071884 2.349501  3.1839378],[2.9026701 3.680322  3.1513848 ... 1.1162863 1.3996385 3.3044336]
385,The glass is on the coaster, The glass is on the table.,"[-2.210821    2.113727    3.9173477  ... -0.58329326  0.6135807
  2.6294353 ]",[-1.1380173  3.0784872  3.7455175 ... -1.1668526  1.3766662  3.6514907]
386,The cup is on the saucer, The cup is in the sink.,[1.1135833  3.3136637  2.0956686  ... 1.6567113  0.02713083 3.4889235 ],[1.014735  3.6033897 3.412262  ... 1.1697592 1.614878  3.7148268]
387,The laptop is on the desk, The laptop is in the bag.,"[ 0.3320472   3.5843246   1.4337177  ... -2.4182384  -0.88711125
  2.0366993 ]",[ 0.7381688  4.030398   2.7586093 ... -1.5458094  0.6140383  2.2685547]
388,The tablet is on the sofa, The tablet is under the sofa.,"[-0.07546186  1.357242    1.5863482  ... -1.0976893   1.8382043
  1.6609663 ]",[ 0.6206396  2.2622664  3.192861  ... -1.2845315  1.6231219  1.4414661]
389,The remote is on the coffee table, The remote is under the coffee table.,[-0.1462198  1.5820988  1.399887  ...  0.6730054  1.6242177  3.223276 ],"[ 0.3640445   3.3980453   2.0392     ... -0.39750555  2.5593488
  3.455007  ]"
390,The camera is in the bag, The camera is on the table.,"[-2.3427908   3.1061614   2.3723238  ...  0.03730926  0.51736724
  2.0019503 ]",[-1.8147572  1.2099527  1.9392563 ... -0.6679991  0.5859822  3.3284354]
391,The headphones are in the drawer, The headphones are around my neck.,"[-0.48226118  4.5141234   0.3547308  ...  1.5210671   2.516167
 -0.51348025]","[-2.2738245   3.9482787   1.6687597  ...  0.23915155  2.1654181
 -0.5748026 ]"
392,The watch is on my wrist, The watch is in my pocket.,"[-2.7024868   3.593263    3.4787111  ... -0.74057317  0.6784722
  0.92119056]","[-0.6277575   5.084076    4.678002   ... -0.47807518  1.8132225
  2.0475461 ]"
393,The shoes are under the bed, The shoes are on the bed.,"[ 0.59730107  2.7334569   1.0499738  ... -0.90652704  0.09892112
  1.1690942 ]",[0.3021885  1.3533442  1.4515007  ... 0.41713074 0.14653161 1.151956  ]
394,The socks are in the drawer, The socks are on the floor.,"[ 0.747775   -0.05710991  1.5277615  ...  2.7773924   0.05817954
 -0.6480903 ]","[ 0.9409905  -0.2237056   3.4026265  ...  1.5480858  -1.1416402
  0.98618907]"
395,The coat is on the rack, The coat is on the chair.,"[ 1.7599028   1.7105783   0.19562833 ... -0.54089063 -0.9660947
 -1.4208924 ]","[ 3.3203328   2.5644963   1.5590307  ... -0.98274624  1.3324302
  0.62355477]"
396,The hat is on the hook, The hat is on the floor.,[ 2.7363043  3.8753808  1.3082086 ... -0.1713748  1.742838   1.1421396],[3.7736776  4.105407   2.1004252  ... 0.03378097 2.021257   1.3645386 ]
397,The gloves are in my pocket, The gloves are on the table.,[2.123639   2.3903615  0.87037563 ... 0.6415952  1.4710771  0.70349747],[ 1.8946763  2.564512   0.6800571 ... -1.0079325  1.3004888  2.3674512]
398,The scarf is around my neck, The scarf is in my bag.,[ 0.2876573  2.728645   1.8412957 ... -1.0783249 -0.5805926  1.391599 ],"[ 1.7185323   4.044867    3.2396085  ... -0.36510462 -0.31966177
  0.41451555]"
399,The jewelry is in the box, The jewelry is on the dresser.,[-2.8275874  2.012296   1.1250325 ... -1.5781623  3.9914768  2.3329227],"[-1.0499676   0.03916213  0.29369253 ... -1.2103884   2.4189394
  1.5021044 ]"
400,The belt is in the drawer, The belt is on the chair.,[2.2385721 3.4480093 1.0435281 ... 1.6136557 1.2417221 1.4023914],[1.3059224 3.0814834 2.846865  ... 0.5092069 1.211763  2.5392501]
401,The sweater is on the chair, The sweater is in the closet.,"[ 2.8227434   2.0883744   2.0657437  ... -0.3274482  -0.73322207
 -0.28867137]",[ 3.156798   3.0731995  1.9482663 ...  1.2430619  0.4775071 -1.8496151]
402,The pants are on the floor, The pants are in the hamper.,[-1.8433131  1.001239   0.8933371 ...  2.2462373 -1.0573593  1.741872 ],[2.3512554  1.7515891  2.944904   ... 3.1266217  0.2720626  0.04534749]
403,The shirt is on the bed, The shirt is in the drawer.,[ 1.20001    2.402504   2.3556237 ...  1.0993379 -1.7547003 -0.6023688],"[ 3.8558278   3.056289    2.5310798  ...  3.1159902  -0.01685303
 -0.6526184 ]"
404,The dress is on the hanger, The dress is on the floor.,"[-0.1923584  -0.7923544   0.10989267 ...  1.0210047  -2.84184
 -1.6585974 ]","[ 1.2436869   0.03895688  1.0777372  ...  0.8591119  -1.8223994
  0.5771677 ]"
405,The jacket is on the coat rack, The jacket is on the chair.,"[ 1.778983    1.8840202  -0.05397723 ...  0.5194669   1.1180795
 -0.6885715 ]",[2.2255425 3.1519678 2.989746  ... 0.4768345 1.326515  1.3110027]
406,The bag is on my shoulder, The bag is on the floor.,"[ 0.6774642   3.820216    2.9618416  ... -1.2950121  -0.26010486
  1.9426875 ]","[ 1.5149592   3.266689    2.9645755  ... -0.4298534   0.74844086
  3.0868285 ]"
407,The purse is on my arm, The purse is on the table.,"[ 1.2217716   2.2325838   1.5136223  ... -0.3610307  -0.07195274
  1.743362  ]",[ 2.233927   2.0608556  1.2203723 ... -0.1347359  0.9318409  2.7403066]
408,The backpack is on my back, The backpack is on the floor.,"[-0.22849973  2.4416974   2.6802552  ...  0.26221696  0.46531376
  1.3688658 ]",[0.99996006 1.521628   3.1270375  ... 0.26408103 1.760152   2.093104  ]
409,The suitcase is in the car, The suitcase is on the roof of the car.,"[ 0.15655372  3.2061946   3.2308056  ...  0.22281899  1.339548
 -0.16560596]","[ 1.2215064   4.219421    2.621591   ... -0.9839198   0.98141396
  1.199024  ]"
410,The box is on the shelf, The box is under the shelf.,[1.1652938  1.1630147  2.0508792  ... 0.578306   0.25671253 2.004046  ],"[ 2.7411506   2.6382244   3.8690102  ... -0.09614331  0.9736953
  2.2400877 ]"
411,The container is on the counter, The container is inside the cupboard.,"[-0.12096065  2.4800754   3.2614439  ...  0.36578378  0.07523251
  1.7510098 ]",[1.5650442  2.2561     2.8252342  ... 0.58999175 0.52002144 1.7440132 ]
412,The bottle is on the table, The bottle is under the table.,[1.8486589  3.1975057  2.7152154  ... 1.0160645  0.46655533 2.3146014 ],"[ 2.2473028   4.74989     4.2239037  ... -0.11941329  0.9943876
  3.009588  ]"
413,The can is on the counter, The can is in the refrigerator.,[1.1273369  3.6495402  1.242108   ... 0.65801984 0.51827544 1.7418036 ],"[ 0.5425791   4.292268    2.125528   ... -0.01392114  1.1003618
  0.86085784]"
414,The jar is on the shelf, The jar is in the cupboard.,"[ 1.5187426   0.8483367   2.439245   ... -0.12817629  0.9523708
  1.5939459 ]",[1.801878  3.4814608 3.557371  ... 1.1839178 2.650879  1.0836594]
415,The bag is on the floor, The bag is under the table.,"[ 1.5322233   3.4126055   2.0145838  ... -1.3121806  -0.53554827
  3.0652673 ]","[ 3.0035498   4.526042    2.8727963  ... -1.9544322   0.41670343
  3.2511897 ]"
416,The shoes are by the door, The shoes are inside the closet.,"[ 1.8205937   0.21410255  0.63597655 ...  0.02631213 -0.74938816
 -0.25014767]","[ 2.157908    1.3288201   2.715372   ...  1.0160596   1.149862
 -0.04817149]"
417,The umbrella is in the stand, The umbrella is on the floor.,"[ 1.124029    4.5616527   3.7641065  ...  2.126511    0.08715618
 -0.52336925]",[ 1.8851206  4.4885154  3.9334717 ...  1.3910707 -0.7254614  1.4387519]
418,The toys are in the box, The toys are scattered on the floor.,"[ 0.9076169   0.8250933   2.2246478  ... -1.7318271   2.3700695
 -0.16810727]","[ 0.90290976 -1.531798    0.9307506  ... -2.1357586   1.114624
  2.6722329 ]"
419,The books are on the shelf, The books are on the floor.,"[-2.629168   -1.3913049   0.55137205 ...  0.72335166 -0.00654515
  2.4184122 ]","[-1.8935157  -0.9685384   1.472077   ...  0.951592    0.04430801
  3.314552  ]"
420,The magazines are on the table, The magazines are under the table.,"[-0.2929428   0.13488358 -0.41640902 ...  0.20125444 -1.0365261
  2.9290636 ]","[-0.50728667  1.5361404   0.8003772  ... -0.6471304  -0.92709666
  3.1366582 ]"
421,The newspapers are on the coffee table, The newspapers are on the floor.,"[ 0.10711636  0.21462515 -0.6080743  ...  1.2681807  -1.7019947
  3.4613833 ]","[ 0.89688396  1.6983863   0.35857043 ...  1.8038006  -2.1234224
  3.5474281 ]"
422,The pens are in the cup, The pens are on the desk.,"[ 0.54574686  2.7272835   1.5789129  ... -0.153175   -0.53931266
  0.8030536 ]","[ 0.15609567  1.7340883   1.0563818  ... -1.9977959  -2.3712134
  1.8793592 ]"
423,The pencils are in the drawer, The pencils are on the table.,[0.5074715  2.6231828  0.83545655 ... 0.0592064  0.5704338  0.08653667],[ 1.0928692  1.6977185  1.5024344 ... -1.9011759 -0.7018598  2.1678016]
424,The crayons are in the box, The crayons are on the floor.,[0.4979694  1.9143379  1.7042431  ... 0.22853933 1.3127815  0.22852065],[0.5298179  1.5155799  1.865838   ... 0.10438117 0.30372053 1.0396312 ]
425,The markers are in the bag, The markers are on the table.,"[-0.95093155  1.0959218   2.2530172  ... -0.44424137 -0.21646614
  1.8955022 ]","[-0.59507024 -0.74240154  1.8221215  ... -0.82071465 -0.38808414
  2.5967164 ]"
426,The paints are in the box, The paints are on the table.,"[ 0.28686985  0.99909     1.9088717  ... -0.61663795 -0.8651344
 -0.24601965]","[ 0.340936   -0.14538029  2.263264   ... -0.9316909  -1.627056
  1.1143205 ]"
427,The brushes are in the jar, The brushes are on the table.,[ 1.208706   2.432368   2.7531745 ... -0.409474   0.3056179  1.1437386],"[ 2.3040135   0.8310197   2.270647   ... -0.8363735   0.27627677
  1.3860503 ]"
428,The paper is on the desk, The paper is on the floor.,"[-0.15018228  2.1193383   0.92043734 ... -0.8762178   0.26185393
  1.175989  ]","[ 0.57359934  2.381345    1.962099   ... -0.21746969  1.0204214
  1.6180474 ]"
429,The envelopes are in the drawer, The envelopes are on the desk.,"[-0.49687064  0.38906896  0.8148096  ... -0.4308615  -1.1767527
  0.6049263 ]","[ 0.12386228  0.58523446  0.4175997  ... -1.0921669  -1.394616
  2.2163222 ]"
430,The stamps are in the box, The stamps are on the table.,"[-2.134618    2.4216368   0.46962664 ... -0.04298389 -0.41608462
  0.8108821 ]","[-0.99104834  1.3024919   0.24362043 ... -0.73487365 -0.51835054
  2.1906753 ]"
431,The scissors are in the drawer, The scissors are on the desk.,[4.6925435  5.507141   3.1420462  ... 0.18816435 1.204784   0.360499  ],"[ 4.405377    4.9725986   2.2948668  ... -0.99433106  0.45371732
  1.7245852 ]"
432,The tape is on the desk, The tape is in the drawer.,[1.88648    2.4813414  0.5591321  ... 0.14143388 0.03267055 1.0148755 ],[ 2.4429085  3.7353451  1.199325  ...  0.4572505  1.7157375 -0.1043363]
433,The stapler is on the desk, The stapler is in the drawer.,[2.4560797  3.7583127  0.19831419 ... 0.07494228 2.165998   0.2765552 ],"[ 3.2410913   4.511472    0.9067663  ...  1.3331168   3.3847227
 -0.42040464]"
434,The hole punch is on the desk, The hole punch is in the drawer.,[ 1.1888254  1.4205348 -2.292414  ... -0.0092481  1.1644393  2.076319 ],[ 1.8038566  2.608564  -1.0989877 ...  0.5322685  1.5905017  1.6197937]
435,The cat is on the couch, The cat is under the couch.,"[ 5.3341413   3.028053    2.4541962  ...  0.18457325 -3.3280742
  4.492249  ]",[ 5.514827   3.9144604  2.9517949 ... -1.0190039 -2.3279407  4.727041 ]
436,The dog is in the yard, The dog is near the yard.,"[ 3.2753408   4.282082    0.35492933 ...  0.38198018 -0.22065763
  3.2245471 ]","[ 2.686955    3.8948529   0.8756218  ... -0.43518788 -0.55591166
  1.8306892 ]"
437,The bird is on the wire, The bird is near the wire.,"[ 0.54466456  4.3269687   2.0814269  ... -2.307992   -1.7331381
  2.847701  ]",[ 1.8219059  5.730312   3.450083  ... -1.3014648 -1.2867794  3.9891307]
438,The squirrel is in the tree, The squirrel is on the tree.,"[ 0.4638593   3.3050606   3.1401904  ... -2.666917   -0.38449636
  0.81657267]",[ 1.192648   2.6396573  3.9891973 ... -2.18556   -0.68615    1.4692928]
439,The rabbit is in the burrow, The rabbit is near the burrow.,[ 3.9852884  2.1846938  2.389028  ... -1.4897951 -1.9955018  2.1775723],[ 3.7180972  2.8485608  1.7847458 ... -1.6473705 -0.743194   2.4037094]
