,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
346,It may be difficult to reach., It might be hard to get in touch.,"[-2.6521204   2.079085    0.37305874 ...  0.6686408  -1.0796872
  2.3575997 ]","[-1.4166023   3.5125976   1.9208957  ... -0.14457463  0.3505589
  1.8873479 ]"
347,He can write poetry., He is a poet.,"[-0.41048184  6.980567    0.5241412  ... -0.7227782   0.74604756
  2.2723947 ]","[-0.05633531  7.600264    1.0807693  ...  1.0578797  -1.0807045
  3.3733552 ]"
348,She may choose a different path., She is free to select an alternative route.,"[ 0.9091374   3.9048424   0.77414757 ...  0.32590842 -3.5412698
  1.019801  ]","[ 2.6252205   4.309951    0.91151834 ... -0.9227878  -0.449093
  1.4993632 ]"
349,They may ask for help., It's possible they will request assistance.,"[-1.0825019   5.1168504   0.7734948  ... -0.43837857 -2.390861
  1.7177156 ]","[-3.0742245   4.0937743   0.5755948  ... -0.67493665  0.29322317
  0.62917787]"
350,The sun may shine tomorrow., The sun is expected to shine tomorrow.,"[-0.43774128  4.7765646   2.7255275  ...  1.3942181  -5.326308
  2.7858746 ]","[-0.30999058  4.158782    2.5191138  ...  2.3664873  -3.5447311
  3.1926    ]"
351,He can play the guitar., He is able to play the guitar.,"[ 2.4878685   9.512153   -0.19940777 ... -0.03284339 -1.2597781
  3.541153  ]",[2.0254624 7.9992156 0.5215006 ... 0.1508547 0.5115548 3.1071315]
352,She may go to the beach., She plans to go to the beach.,"[ 1.9012005   3.443144    5.196961   ... -0.09323174 -1.9494978
  3.8774726 ]","[ 2.068       3.0096824   3.6136339  ... -0.11172926 -0.0561111
  3.6971667 ]"
353,They may win the game., They are likely to win the game.,"[ 1.252966    5.5620875  -0.95175785 ...  0.31967512 -2.8840683
  5.039263  ]","[ 0.89980966  4.5753684  -0.9376945  ...  1.0305504   0.79740274
  3.7529044 ]"
354,We may have dinner early., We intend to have dinner early.,[-2.639243   0.6494765  0.8078408 ... -0.1713986 -4.8201833  2.3715956],"[-1.884267    3.2180464  -0.22420195 ... -0.4101925  -2.039557
  2.5782056 ]"
355,The car may need a repair., The car should be repaired.,"[ 0.71995366  4.4736276   2.0748181  ...  0.7424945  -3.4160821
  3.5775106 ]","[ 0.7181368   5.5437565   0.64086264 ...  0.5504547  -0.42907834
  3.3754463 ]"
356,It may rain later today., Rain is possible later today.,"[ 0.06075458  2.2145417   2.434619   ... -0.13343906 -4.789702
  1.967669  ]","[ 1.801809   -0.85858434  2.4193256  ... -0.85482377 -3.0605392
  1.4636911 ]"
357,He can speak French., He is fluent in French.,"[ 0.06748643  8.358362    1.3147485  ...  0.72201055 -1.4679413
  3.3186328 ]",[0.07238252 5.8647227  1.6317247  ... 0.9149489  0.07249984 4.494058  ]
358,She may be tired., She is probably tired.,"[ 0.12987271  2.9752307   3.2793422  ... -0.08141532 -3.0608115
  4.0401926 ]","[-0.4212215   3.6753192   3.8916397  ... -0.22814135  0.09400125
  4.1237197 ]"
359,They may need a break., They could use a break.,"[-0.24900012  3.8155346   1.2930984  ... -0.66967964 -1.2364815
  2.1673872 ]","[ 0.54036874  2.340517    1.0493814  ... -0.5988398   0.85914785
  1.80747   ]"
360,We may go to the park., We are considering going to the park.,[ 1.7586702  1.1428455  2.5728657 ... -1.0851449 -2.584683   4.0256853],[ 1.0447699  0.6402055  1.3948479 ... -1.4087386 -2.188103   3.0536103]
361,The flowers may wilt., The flowers are likely to wilt.,"[ 2.6244948   3.315509   -0.72895557 ...  0.5408468  -3.886455
  1.027148  ]",[ 1.9136817  3.821977  -1.0270302 ...  1.3485504 -2.1974492  1.182967 ]
362,It may snow this weekend., There's a chance of snow this weekend.,"[ 0.45970795 -1.8413401   0.59872997 ... -1.9625427  -2.820996
  3.7312672 ]","[-0.38043934 -1.7094041   1.5582719  ... -0.905061   -1.0340368
  2.770519  ]"
363,He can finish the project., He is capable of finishing the project.,"[ 1.4850396   4.2813306   1.4677788  ... -1.076261   -0.37230834
  4.7700744 ]",[ 2.0136178  6.7980547  1.2004806 ... -1.2829102  1.1890708  2.7143424]
364,She may call later., She intends to call later.,"[-1.170861    4.2479124   1.0089781  ...  0.34008774 -3.4304862
  2.4836488 ]","[-1.2095207   5.736042    0.06319157 ...  0.09875395 -0.8110493
  2.306344  ]"
365,They may be late., They might be late.,"[-1.5571401   1.3996261   0.6734836  ... -0.44652852 -3.156797
  2.3579519 ]","[-1.5524493   2.8441622   0.91720784 ... -0.24184367 -2.0089912
  1.7759769 ]"
366,We may need more time., We might need more time.,[-2.130841   4.6713333  1.4537536 ... -0.7476525 -2.218153   0.9180028],"[-1.384068    4.171289    1.3171135  ... -0.39279115 -1.8081862
  0.5365784 ]"
367,The store may be closed., The store might be closed.,"[-0.29407167 -2.3805492   4.408918   ...  0.4459062  -3.0137758
  0.10431784]","[-0.37454018 -2.1858346   4.0786366  ...  0.12179089 -2.277171
  0.9012482 ]"
368,It may be cold tonight., Cold weather is expected tonight.,[-1.7118322 -0.8688734 -0.6894366 ... -1.2389196 -3.2720718  2.3672063],"[ 0.854105    0.86334974 -0.58168393 ... -2.3391588  -0.355484
  2.1883097 ]"
369,He can solve the puzzle., He is able to solve the puzzle.,[2.611625   6.725033   0.9819634  ... 0.36225548 0.22625382 2.657778  ],[1.9604871  6.518538   0.83134687 ... 0.83391315 0.6129698  2.0512962 ]
370,She may accept the job., She is considering accepting the job.,"[ 2.481732    7.5121093   1.413187   ...  0.87448317 -2.1099248
  2.3421223 ]",[ 2.697921   6.2491193  1.4164933 ...  0.0188684 -1.668958   2.955045 ]
371,They may travel to Europe., They plan to travel to Europe.,"[-0.35388455  3.1601017   1.7460846  ... -1.1488153  -0.39529005
  3.9465742 ]","[ 0.47163874  3.3321211   1.325238   ... -2.0471845   0.43644792
  3.8067994 ]"
372,We may eat out tonight., We are thinking about eating out tonight.,"[-2.0161073   0.9459947   1.1699535  ... -0.60349935 -3.8755753
  3.2669113 ]","[-1.9321847   0.9113885   0.25759643 ... -1.7225827  -3.9857883
  2.7672253 ]"
373,The movie may be boring., The movie might be boring.,"[-1.1805903   0.04231564  1.2437578  ... -0.45113263 -0.407914
  2.5430145 ]","[-0.56633794  1.1544722   1.0485791  ... -0.75889367  0.5602998
  2.8164132 ]"
374,It may be a long walk., It could be a long walk.,"[-2.15242    -2.358123   -0.74984175 ... -0.5015663  -0.69254875
  1.537261  ]","[-0.1251572   0.14015004  0.5665471  ... -0.7046231   1.553188
  0.8500735 ]"
375,He can play chess., He is skilled at chess.,"[ 3.5831661   8.665685    1.8888668  ... -0.7793431  -0.48726076
  3.7334752 ]","[ 2.9507668e+00  7.2001934e+00  1.9972659e+00 ...  4.3758053e-02
 -3.6582549e-03  3.7123013e+00]"
376,She may feel better soon., She is hoping to feel better soon.,[ 1.1175188  5.74038    2.3584821 ... -1.0689442 -1.0605069  2.3002229],"[ 0.20636478  6.6912193   1.0917895  ... -0.2636875   0.59661937
  2.9447262 ]"
377,They may need a doctor., They should see a doctor.,"[ 0.8142422   5.273992    1.2389916  ... -0.60051996 -1.2305492
  2.7859795 ]","[-0.35097063  5.2877107   0.61755085 ... -1.0686456  -0.6257695
  2.0195556 ]"
378,We may buy a new car., We are considering buying a new car.,"[ 0.26143244  4.078794    0.38985506 ... -1.3216485  -3.8996174
  2.3871498 ]","[-0.09696259  1.7575711   0.4594639  ... -2.3477948  -4.0195246
  1.614737  ]"
379,The train may be delayed., The train could be delayed.,"[-0.48947787  0.83058137  2.5654716  ... -0.0949417  -4.972079
  2.7717578 ]",[ 0.640384   2.385533   1.6561736 ... -0.7414238 -2.201896   2.8078296]
380,It may be a hot summer., A hot summer is anticipated.,"[-2.388762   -2.583062    0.83949995 ... -0.22391728 -1.869013
  2.897682  ]","[-0.66925716 -1.2290775   2.5270238  ...  0.01118845 -0.07621294
  4.1803956 ]"
381,He can run fast., He is a fast runner.,"[ 1.7037766   9.242976    0.9177035  ... -0.96327084 -1.5298991
  3.4119785 ]","[ 2.4095674   7.496357    0.6245948  ...  0.37229332 -0.8817099
  3.3095672 ]"
382,She may win the competition., She has a chance of winning the competition.,[ 2.7844696  5.8577943  1.0959224 ...  0.939169  -3.197148   4.4112387],[ 3.3783808  5.411006   0.9518299 ...  0.6283258 -1.6216053  3.0415378]
383,They may not come., Their attendance is uncertain.,"[-0.15399055  2.9356759   0.0432423  ... -0.08465199 -1.650737
  3.8436832 ]","[-0.78295624 -0.9656789   0.7809653  ... -1.5186749  -2.3583992
  2.9529662 ]"
384,We may postpone the meeting., Postponing the meeting is a possibility.,"[-2.6996586  -0.8262432  -1.2993606  ...  0.57714015 -2.6600876
  2.8279305 ]","[-1.341409    0.6634098   0.728782   ... -0.21292385  2.1098623
  1.2144461 ]"
385,The concert may be cancelled., The concert might be cancelled.,"[ 0.41270676 -1.9440756  -1.4839706  ...  1.2799908  -5.057943
  2.4200063 ]","[ 0.3566449  -1.1652125  -0.98512214 ...  0.53203356 -2.8614092
  1.98131   ]"
386,It may be sunny tomorrow., A sunny day is forecast for tomorrow.,"[-1.2216364   1.0094562   2.1970394  ... -0.04815322 -2.7019434
  3.1201036 ]",[ 0.3294807 -0.7761244  2.991157  ... -0.8688995 -0.5587105  2.174898 ]
387,He can fix the computer., He is capable of fixing the computer.,"[ 3.1537917   9.257488    0.4531639  ...  0.3407055  -0.87148184
  2.47135   ]",[2.1592956 9.2184725 1.272237  ... 0.3543905 0.3711869 1.4365044]
388,She may go to the party., She is considering going to the party.,"[ 2.5707133   3.0171463   4.0819783  ... -0.21300507 -3.018446
  3.2931569 ]",[ 1.7388622  2.634512   2.9678473 ... -0.649199  -2.6226501  3.0354033]
389,They may need assistance., They could use some assistance.,"[-0.64886975  4.6175175   0.80718267 ...  0.53374314 -1.8327029
  2.221561  ]","[ 0.8464648   3.27797     1.0538589  ...  0.53038055 -0.10065868
  1.0422302 ]"
390,We may be home late., We anticipate arriving home late.,"[-3.1663792  -1.6071624   2.0814507  ...  0.27565488 -2.8580332
  1.9322962 ]",[-1.1237789 -1.303919   0.6193335 ... -2.4980748 -1.3089157  4.3655677]
391,The project may be finished on time., Completion of the project on time is expected.,"[-0.6504073  -0.50213647  1.8311578  ... -0.36435243 -3.4418092
  2.223156  ]","[ 0.64804524  0.90965533  1.4691073  ... -0.6074908   1.3756455
  1.2829391 ]"
392,It may be windy., Windy conditions are predicted.,"[-1.6950325   0.48327455  0.48410958 ... -0.8717211  -2.6298456
  1.7101053 ]","[ 2.3445377   0.01183651  2.1765532  ... -1.7709795  -1.0390333
 -0.08460397]"
393,He can speak several languages., He is multilingual.,"[-0.1854511   6.9581165   0.75965804 ... -0.578872   -1.7960238
  3.7702553 ]","[ 0.27205503  6.3924494   2.0611577  ...  0.08034891 -0.843787
  5.522855  ]"
394,She may not be happy., She is likely to be unhappy.,"[ 0.21607025  3.8284647   0.90126365 ...  0.08643027 -3.4274914
  4.4082446 ]",[0.09065868 5.325237   2.5720422  ... 0.02927197 0.08528286 3.7452502 ]
395,They may refuse the offer., They might refuse the offer.,"[-0.01733784  8.350824   -0.25024855 ... -0.76914245 -2.4874437
  2.8567553 ]",[ 0.330009   8.375628  -0.518211  ... -0.8850406 -1.150823   2.3072162]
396,We may change our plans., We might change our plans.,"[ 1.0023719   0.56611246  0.70974237 ...  0.21731412 -5.719567
  1.3556472 ]",[ 0.6177058  1.4300705 -0.068696  ...  0.8794601 -4.63531    1.1016995]
397,The weather may be unpredictable., Unpredictable weather is possible.,"[-0.83000183 -0.5024725   0.02612551 ... -2.2384765  -4.3591275
  2.6097708 ]","[-1.0119351   0.19226377  0.41274616 ... -1.2971516  -0.78219444
  0.9852725 ]"
398,It may be a difficult challenge., It is anticipated to be challenging.,"[-3.4726803  -0.10819156 -0.28114954 ...  0.05532789 -1.9128431
  2.0448978 ]",[-2.2834446  3.6731164  0.7043025 ... -1.3091714  0.7390394  1.2521576]
399,He can drive a truck., He has a driver's license for trucks.,[ 1.8760309  8.62748   -1.1862013 ... -1.1753348  1.2219871  4.213203 ],"[ 1.7334874   4.720847    0.31369823 ... -1.2320654   1.8018532
  3.2118552 ]"
400,She may need surgery., Surgery is a possibility.,[-0.6694735  6.0051217  2.7815664 ... -1.043416  -2.3321033  1.4355276],"[ 1.2178166   7.2433634   2.233931   ... -0.55496657  0.6991386
 -0.03563024]"
401,They may not agree., Disagreement is possible.,"[-1.8748786   3.6126037  -0.5912165  ... -0.10099454 -4.672036
  3.828788  ]","[-1.8912922   1.355442    0.88056993 ... -2.5946698   0.47439495
  3.6611547 ]"
402,We may lose the game., A loss is a possibility.,"[-0.77190524  5.398372    0.0717177  ... -0.8441415  -3.7035007
  2.8619301 ]","[-2.7685242   4.213515    1.8836217  ... -0.58389527 -0.09448206
  1.0225163 ]"
403,The bus may be full., The bus might be crowded.,[-0.9738198 -1.013776   3.3086386 ...  0.7014518 -4.0865226  1.3062214],"[-1.2741548  -0.41605088  2.3904006  ...  1.1269766  -2.7417934
  1.6843976 ]"
404,It may be too late., It might be too late.,"[-2.6568596   0.8574982   0.4730591  ...  0.13420618  0.0081869
  2.342824  ]","[-1.8670908   3.2475655   1.4487404  ...  0.57921815  0.77298784
  1.5658154 ]"
405,He can cook a meal., He is able to cook a meal.,[ 0.8588398  6.13575    0.7384985 ... -0.5936381 -0.9153536  3.1409807],"[ 1.1005573   6.066679    0.7047746  ... -0.36278358  0.06880608
  3.208461  ]"
406,She may leave early., An early departure is possible.,"[-0.3520936   3.5541973   2.2683043  ... -0.07974931 -2.2462952
  3.3552794 ]","[ 0.17672046  1.0769229   1.1633023  ... -1.6503774   2.2554815
  2.1724753 ]"
407,They may have already left., They could have already left.,"[-1.327629    3.9924247   0.64132893 ...  0.5474271  -1.9162899
  1.6741053 ]","[-0.6322419   5.8403735   0.5471172  ...  0.26472428  0.31959674
  1.5784999 ]"
408,We may need a reservation., A reservation may be required.,"[ 0.0802897   1.3213828   0.88916236 ... -1.0953844  -3.858797
  1.5142846 ]",[ 2.951615   1.6021652  1.3797317 ... -1.7169968 -1.5619725  1.8052553]
409,The birds may fly south., The birds are expected to fly south.,"[ 1.2228633   2.5604439  -0.16579513 ... -2.0643158  -0.7853841
  3.07465   ]","[-0.12800018  1.9290717   0.02025361 ... -2.2053008   0.28925854
  2.405147  ]"
410,He can play basketball., He should play basketball.,[ 1.4060992  9.770967   1.3777921 ... -0.3600955 -1.8597014  4.301638 ],"[-0.78238654  7.9833503   1.1624954  ... -1.1840383  -0.05769358
  3.5506864 ]"
411,She may finish her work early., She hopes to finish her work early.,"[ 0.21889026  2.6789284   3.4080832  ... -0.37217358 -3.5351682
  3.9567626 ]","[-0.07219845  4.512366    2.0562782  ...  0.12572266 -2.1472898
  3.0394723 ]"
412,They may go to the concert., They intend to go to the concert.,"[ 0.33035788  2.2971263   1.2347859  ... -0.5521755  -2.3568108
  3.515974  ]","[ 0.6687406   4.0218477   0.5192057  ... -0.71021193 -0.9677208
  3.2665582 ]"
413,We may have pizza for dinner., We are considering having pizza for dinner.,[-3.2242157  0.8441233  1.0062886 ... -0.7413078 -3.0564485  2.6302235],"[-2.7315488  -0.05948144  0.64345294 ... -1.4334944  -2.5910773
  2.444475  ]"
414,The dog may bark at the mailman., The dog is likely to bark at the mailman.,"[-0.15201554  5.4875674   0.01847323 ... -1.7095869  -0.6175984
  1.6933024 ]","[-0.6986673   5.1996794  -0.06510795 ... -1.3729848   0.98521477
  1.2705473 ]"
415,It may rain tomorrow., There is a chance of rain tomorrow.,"[ 0.44444036  3.6320057   4.1046515  ...  0.43432465 -4.666068
  2.7971842 ]","[ 0.19612736  1.5810678   3.3155575  ...  0.21761048 -1.3562458
  2.103782  ]"
416,He can speak Mandarin., He is fluent in Mandarin.,"[-1.1250032   7.8774652   1.4595319  ...  0.2872978  -0.77600265
  3.4846268 ]","[-0.3644677   5.325481    1.9822354  ...  0.72793394  0.5208747
  4.225372  ]"
417,She may buy a new dress., She is thinking about buying a new dress.,"[ 2.088509    3.6004102   0.54456204 ... -0.88237816 -3.6781716
  1.4378542 ]","[ 1.2333112   3.7443101   0.6562305  ... -1.1955312  -4.191452
  0.99486434]"
418,They may need some help., They could use some assistance.,"[-0.36198092  3.9048069   1.4220775  ...  0.5801994  -1.8614184
  1.4727403 ]","[ 0.8464648   3.27797     1.0538589  ...  0.53038055 -0.10065868
  1.0422302 ]"
419,We may go to the beach this weekend., We plan to go to the beach this weekend.,"[ 1.2915934   0.13796473  3.585962   ... -1.0704427  -2.3452525
  4.0623865 ]",[ 1.4954215  0.418878   2.6313672 ... -1.3447864 -1.5444827  4.2648897]
420,The flowers may bloom soon., The flowers are expected to bloom soon.,"[ 2.2649589   2.3918417   0.22475679 ...  0.61455303 -4.443854
  2.6809666 ]","[ 1.3463378   2.238141   -0.43091586 ...  0.04275399 -3.1358972
  2.6510935 ]"
421,It may be sunny today., Sunny weather is forecast for today.,[-1.9867887 -0.1581599  1.3929466 ... -0.5332321 -2.2430735  2.949179 ],"[ 1.9567846   0.06607638  2.5447004  ... -1.2588732   0.20616953
  2.342838  ]"
422,He can fix the car., He is capable of fixing the car.,"[ 2.8130913e+00  9.0222387e+00  1.9173132e-01 ...  4.9440661e-03
 -5.3299063e-01  2.8758745e+00]",[1.9829481  8.987418   1.0360079  ... 0.16015331 0.5682953  1.7168905 ]
423,She may feel better soon., She is hoping to feel better soon.,[ 1.1175188  5.74038    2.3584821 ... -1.0689442 -1.0605069  2.3002229],"[ 0.20636478  6.6912193   1.0917895  ... -0.2636875   0.59661937
  2.9447262 ]"
424,They may win the election., They have a chance of winning the election.,"[-0.45419547  6.3271003  -1.2834476  ... -0.09790969 -2.192252
  4.5039496 ]","[ 0.68576074  5.310493   -0.12871352 ...  0.1270847   0.24168327
  3.4548445 ]"
425,We may be late for the meeting., There is a risk of being late for the meeting.,"[-2.7474182  -0.8020439   0.12352258 ... -0.54200697 -4.339775
  2.6787853 ]",[-2.0294464  2.3982599  1.4466834 ... -0.7457847 -0.4763184  1.7479571]
426,The store may be closed., The store might be closed.,"[-0.29407167 -2.3805492   4.408918   ...  0.4459062  -3.0137758
  0.10431784]","[-0.37454018 -2.1858346   4.0786366  ...  0.12179089 -2.277171
  0.9012482 ]"
