,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
358,He recommended the book to his friends.,She recommended the book to her friends.,"[ 0.03770584  5.5799465   2.066426   ... -0.12760633  4.115736
  3.7381806 ]",[0.8068328  4.4329805  2.4395142  ... 0.16771547 2.3667152  4.197946  ]
359,The book club discussed the novel.,The book club discussed the novel.,[ 0.2644829 -4.742662   1.7075137 ... -1.2062547 -1.2532598  3.3680706],[ 0.2644829 -4.742662   1.7075137 ... -1.2062547 -1.2532598  3.3680706]
360,The author attended the book signing.,The author attended the book signing.,"[-0.6846577  -1.7167425   2.4571514  ...  0.27857018  0.27168933
  1.5867792 ]","[-0.6846577  -1.7167425   2.4571514  ...  0.27857018  0.27168933
  1.5867792 ]"
361,He signed copies of his book.,She signed copies of her book.,"[-2.2442858   2.5687919   0.73556674 ... -1.6179012   1.635439
  0.40076205]","[-1.110316    0.65150803  1.4046017  ... -0.85157555 -0.6427361
  0.47771674]"
362,The fans met their favorite author.,The fans met their favorite author.,"[-0.10305531  0.05731218 -1.9122163  ... -0.38867235 -1.4269799
  2.3919983 ]","[-0.10305531  0.05731218 -1.9122163  ... -0.38867235 -1.4269799
  2.3919983 ]"
363,The artist displayed their artwork.,The artist displayed their artwork.,"[-1.552893   -0.4450314   0.50489765 ... -1.1030476  -2.073092
  0.65514743]","[-1.552893   -0.4450314   0.50489765 ... -1.1030476  -2.073092
  0.65514743]"
364,He created a stunning painting.,She created a stunning painting.,"[-0.6648252   1.0110598  -0.23311818 ... -1.4759086   1.2067343
  2.0850112 ]","[ 0.07564446 -0.10414179  0.4009229  ... -1.4502152  -0.52240527
  2.5099566 ]"
365,The curator selected the pieces.,The curator selected the pieces.,"[-1.168494   -2.4971192   0.62922263 ... -0.19494231  2.0874999
  1.1512076 ]","[-1.168494   -2.4971192   0.62922263 ... -0.19494231  2.0874999
  1.1512076 ]"
366,The gallery owner hung the paintings.,The gallery owner hung the paintings.,"[-1.4708849  -3.0588987   1.7632902  ...  0.78766614 -1.0332806
 -0.6097438 ]","[-1.4708849  -3.0588987   1.7632902  ...  0.78766614 -1.0332806
 -0.6097438 ]"
367,He admired the sculpture.,She admired the sculpture.,"[-0.69843715  2.728201    0.9759203  ... -2.0428648   0.19313554
  2.112312  ]","[-0.83927745  1.5566368   1.2206558  ... -1.6145229  -1.5342759
  2.027716  ]"
368,The sculptor received an award.,The sculptor received an award.,[-0.1675779  4.7163305  1.1693577 ... -2.669636   2.6672885  2.3575718],[-0.1675779  4.7163305  1.1693577 ... -2.669636   2.6672885  2.3575718]
369,The collector purchased the artwork.,The collector purchased the artwork.,"[ 0.25925934  2.4261353   0.81544596 ... -1.2305747   0.2877378
  2.6669807 ]","[ 0.25925934  2.4261353   0.81544596 ... -1.2305747   0.2877378
  2.6669807 ]"
370,He invested in art.,She invested in art.,[-2.041161   5.0971794  2.6164339 ... -1.1598822  1.5160471  4.4251833],[-1.4154272  4.9257574  3.1881335 ... -0.7590124  0.6237381  4.392543 ]
371,The patron supported the arts.,The patron supported the arts.,"[ 3.2765143   2.6742382  -0.58319956 ... -2.4233963   0.06175815
  3.1687975 ]","[ 3.2765143   2.6742382  -0.58319956 ... -2.4233963   0.06175815
  3.1687975 ]"
372,The musician performed a concert.,The musician performed a concert.,"[-0.71283656  0.25004017 -1.1130556  ... -1.5916581  -1.9857677
  2.691018  ]","[-0.71283656  0.25004017 -1.1130556  ... -1.5916581  -1.9857677
  2.691018  ]"
373,He composed a new symphony.,She composed a new symphony.,"[ 0.96791226  1.9509879   2.2613027  ... -5.0647063   0.83088887
  0.957913  ]",[ 1.3556374  1.5204524  1.8508257 ... -4.4068365 -0.592014   0.9500419]
374,The conductor led the orchestra.,The conductor led the orchestra.,"[ 1.6154728   2.6455555   1.046328   ... -0.30377328  0.9814916
  1.0009207 ]","[ 1.6154728   2.6455555   1.046328   ... -0.30377328  0.9814916
  1.0009207 ]"
375,The audience applauded enthusiastically.,The audience applauded enthusiastically.,"[-0.37113193  3.5893745  -0.76189554 ... -0.6468889   1.7425991
  3.2807267 ]","[-0.37113193  3.5893745  -0.76189554 ... -0.6468889   1.7425991
  3.2807267 ]"
376,He played a beautiful solo.,She played a beautiful solo.,"[ 1.0676126   3.720872   -0.9082456  ... -2.6199462  -0.27391323
  3.9618366 ]","[ 2.165642    1.9218744  -0.28047326 ... -2.2669747  -3.5183775
  4.7568645 ]"
377,The soloist received a standing ovation.,The soloist received a standing ovation.,"[ 1.459971    3.1364174  -1.5046595  ... -0.60551614  1.8589156
  3.0896442 ]","[ 1.459971    3.1364174  -1.5046595  ... -0.60551614  1.8589156
  3.0896442 ]"
378,The singer hit a high note.,The singer hit a high note.,"[-1.8428279   2.2361767   0.312465   ... -0.12907812 -0.04110246
  0.7280013 ]","[-1.8428279   2.2361767   0.312465   ... -0.12907812 -0.04110246
  0.7280013 ]"
379,The composer wrote a moving melody.,The composer wrote a moving melody.,"[ 1.1596      3.4499645   2.360616   ... -4.684728    1.267867
  0.10492451]","[ 1.1596      3.4499645   2.360616   ... -4.684728    1.267867
  0.10492451]"
380,He recorded a new album.,She recorded a new album.,"[-1.0872952   0.68010783 -0.95270485 ... -1.3276881   1.6725817
  2.3952985 ]","[-1.0439521  -0.5721709  -0.12825309 ... -0.97623515 -0.27652547
  2.8181813 ]"
381,The producer mixed the tracks.,The producer mixed the tracks.,"[-0.5503216   2.6677902   0.5833395  ... -0.13542686  0.7847441
  1.9682461 ]","[-0.5503216   2.6677902   0.5833395  ... -0.13542686  0.7847441
  1.9682461 ]"
382,The sound engineer mastered the recording.,The sound engineer mastered the recording.,"[-0.85175794  4.1423407   0.9002301  ...  1.0111817   0.7840414
  1.8628385 ]","[-0.85175794  4.1423407   0.9002301  ...  1.0111817   0.7840414
  1.8628385 ]"
383,He released the album digitally.,She released the album digitally.,"[-1.3670093   1.7285314  -0.95962834 ... -0.9424021   3.0591176
  1.5166072 ]","[-1.2625164   0.70413345 -0.31501493 ... -0.7206885   0.788656
  1.620073  ]"
384,The fans streamed the music online.,The fans streamed the music online.,"[-1.4933451  -0.05533048 -2.0749536  ...  1.1540359  -0.94772685
  2.775228  ]","[-1.4933451  -0.05533048 -2.0749536  ...  1.1540359  -0.94772685
  2.775228  ]"
385,The critic reviewed the album.,The critic reviewed the album.,"[ 2.0050104   0.6572072  -0.20117931 ... -0.04266271  1.050151
  0.06544691]","[ 2.0050104   0.6572072  -0.20117931 ... -0.04266271  1.050151
  0.06544691]"
386,He gave it a five-star rating.,She gave it a five-star rating.,"[ 0.13888969  3.148576    1.4365144  ... -0.4625582   4.6271815
  2.3405108 ]",[0.3951758  2.448138   1.1615436  ... 0.25575313 3.0184975  2.5278041 ]
387,The radio station played the song.,The radio station played the song.,[ 2.8591049  1.3380173  1.4005414 ... -1.1495963 -1.5227067  2.3074584],[ 2.8591049  1.3380173  1.4005414 ... -1.1495963 -1.5227067  2.3074584]
388,The band toured the country.,The band toured the country.,[ 2.5821788 -1.7270514  0.8005576 ... -0.3340598 -0.741652   3.6720722],[ 2.5821788 -1.7270514  0.8005576 ... -0.3340598 -0.741652   3.6720722]
389,He performed at sold-out shows.,She performed at sold-out shows.,"[-1.057461    0.7128442  -0.08071564 ...  0.28389272 -1.6039017
  3.7249522 ]","[-0.77964324  0.5893806   0.24896716 ...  0.67106974 -3.1384482
  4.157799  ]"
390,The fans sang along.,The fans sang along.,"[-1.3397769   3.0014298  -0.89488375 ...  0.16540787 -2.1724324
  1.7027    ]","[-1.3397769   3.0014298  -0.89488375 ...  0.16540787 -2.1724324
  1.7027    ]"
391,The group recorded a live album.,The group recorded a live album.,"[-1.2676251  -4.8453054   0.72159624 ...  0.5251814  -0.37918976
  2.5949001 ]","[-1.2676251  -4.8453054   0.72159624 ...  0.5251814  -0.37918976
  2.5949001 ]"
392,He wrote the lyrics.,She wrote the lyrics.,[-0.7317596  3.536883  -1.1281382 ... -0.4960495  1.7037449  2.2182083],"[-0.12071089  2.8459992  -0.6263851  ...  0.01340742  0.11328082
  2.4310937 ]"
393,The songwriter collaborated with other artists.,The songwriter collaborated with other artists.,"[ 0.02249261  1.434117   -0.39691472 ... -2.108461    1.1069483
 -0.0452709 ]","[ 0.02249261  1.434117   -0.39691472 ... -2.108461    1.1069483
 -0.0452709 ]"
394,The record label promoted the album.,The record label promoted the album.,"[ 0.07071404 -1.1341732   1.7199432  ...  0.5905964   0.28695235
  2.2813976 ]","[ 0.07071404 -1.1341732   1.7199432  ...  0.5905964   0.28695235
  2.2813976 ]"
395,He signed a record deal.,She signed a record deal.,"[ 0.49148014  3.3567612   2.028835   ... -1.2205726   2.3315175
  1.4739757 ]","[ 1.1418089   2.816539    2.4581559  ... -0.8650219   0.44212607
  1.0011196 ]"
396,The manager negotiated the contract.,The manager negotiated the contract.,[ 3.6526585  2.848793   2.3696454 ... -1.354942  -1.7066855  2.3328714],[ 3.6526585  2.848793   2.3696454 ... -1.354942  -1.7066855  2.3328714]
397,The agent secured a tour.,The agent secured a tour.,[ 2.0046794  1.7270664  1.8706023 ... -1.7754198  0.2869799  2.9749749],[ 2.0046794  1.7270664  1.8706023 ... -1.7754198  0.2869799  2.9749749]
398,He booked the venues.,She booked the venues.,"[ 3.2364852  -0.7066928   2.313434   ... -0.11540751 -0.14888117
  4.8874598 ]","[ 3.2454438  -1.2654195   2.5200322  ...  0.46280828 -1.4103549
  5.1159086 ]"
399,The promoter organized the events.,The promoter organized the events.,[ 1.6827663 -1.5107216  2.1925766 ... -0.5662806 -1.1151186  3.6899078],[ 1.6827663 -1.5107216  2.1925766 ... -0.5662806 -1.1151186  3.6899078]
400,The audience members enjoyed the show.,The audience members enjoyed the show.,[ 0.5660552 -0.62734   -1.4963596 ... -0.898537  -0.560463   3.2700915],[ 0.5660552 -0.62734   -1.4963596 ... -0.898537  -0.560463   3.2700915]
401,The performer took a bow.,The performer took a bow.,"[ 1.6234909   1.929738   -1.0074586  ...  0.23095596  1.7610216
  2.5959551 ]","[ 1.6234909   1.929738   -1.0074586  ...  0.23095596  1.7610216
  2.5959551 ]"
402,The crew packed up the equipment.,The crew packed up the equipment.,"[ 2.925303   -0.22181277  2.3126605  ... -0.05802113  1.1614263
 -0.07333759]","[ 2.925303   -0.22181277  2.3126605  ... -0.05802113  1.1614263
 -0.07333759]"
403,He thanked the fans.,She thanked the fans.,"[ 1.4879065   6.253371    0.99846286 ... -0.80154246  0.46088696
  3.5695033 ]","[ 2.007918    5.4960823   1.4391905  ... -0.27809924 -0.42035818
  2.9696603 ]"
404,The athlete trained rigorously.,The athlete trained rigorously.,"[ 0.86230916  3.1327028   0.60537666 ... -0.24326877 -2.502352
  4.8641324 ]","[ 0.86230916  3.1327028   0.60537666 ... -0.24326877 -2.502352
  4.8641324 ]"
405,He competed in the Olympics.,She competed in the Olympics.,"[ 0.22736704  4.3681583   1.5798354  ... -1.3283768  -1.8275853
  4.6694913 ]","[ 0.7496986   2.983422    2.1502318  ... -0.70368165 -3.8917353
  4.8763485 ]"
406,The coach prepared the team.,The coach prepared the team.,"[ 1.1936437   0.8869905   0.9678436  ... -1.243803   -0.10413585
  3.9307487 ]","[ 1.1936437   0.8869905   0.9678436  ... -1.243803   -0.10413585
  3.9307487 ]"
407,The referee made the call.,The referee made the call.,"[ 0.64969456  3.837636   -0.11602124 ...  0.48736954  2.713458
  7.4600997 ]","[ 0.64969456  3.837636   -0.11602124 ...  0.48736954  2.713458
  7.4600997 ]"
408,The spectator cheered loudly.,The spectator cheered loudly.,"[-0.6965302   4.0849338   0.4362696  ... -0.04829157  0.74695915
  4.852729  ]","[-0.6965302   4.0849338   0.4362696  ... -0.04829157  0.74695915
  4.852729  ]"
409,He won the gold medal.,She won the gold medal.,[ 0.7565692  6.8558335 -1.532906  ...  0.1636195  1.150555   6.440291 ],"[ 1.4662428   5.473994   -0.46451887 ...  0.7783448  -1.2944741
  6.137362  ]"
410,The champion celebrated their victory.,The champion celebrated their victory.,"[ 1.5505959   1.414004   -1.3100647  ... -0.7016134  -0.89341307
  6.2071843 ]","[ 1.5505959   1.414004   -1.3100647  ... -0.7016134  -0.89341307
  6.2071843 ]"
411,The team accepted the trophy.,The team accepted the trophy.,"[ 1.5543889   3.4857066   0.41159546 ... -0.24815387 -0.72660786
  3.8203018 ]","[ 1.5543889   3.4857066   0.41159546 ... -0.24815387 -0.72660786
  3.8203018 ]"
412,He dedicated his win to his family.,She dedicated her win to her family.,"[ 2.6495037   5.152574   -0.38180768 ...  0.04173942 -0.53518796
  2.3722966 ]","[ 3.3377256   4.687043    0.02274823 ...  0.41933152 -2.3271255
  2.3024855 ]"
413,The fans congratulated the athlete.,The fans congratulated the athlete.,"[ 1.4545288   4.7883162  -0.96281105 ... -1.0134656  -0.6686931
  4.6209364 ]","[ 1.4545288   4.7883162  -0.96281105 ... -1.0134656  -0.6686931
  4.6209364 ]"
414,The media interviewed the winner.,The media interviewed the winner.,"[ 0.57314205  3.5849373   1.6130285  ... -0.92337483 -1.8053321
  4.292893  ]","[ 0.57314205  3.5849373   1.6130285  ... -0.92337483 -1.8053321
  4.292893  ]"
415,He gave a post-game interview.,She gave a post-game interview.,"[-0.12131948  0.12972318  1.2701721  ... -0.5473376   2.3165965
  3.0997863 ]","[ 0.01202909 -0.56131303  1.1454623  ... -0.30189782  0.569
  3.4573696 ]"
416,The sponsor supported the athlete.,The sponsor supported the athlete.,"[ 3.8660831   4.0417385   0.7887898  ... -0.35510764 -1.4012489
  4.0290074 ]","[ 3.8660831   4.0417385   0.7887898  ... -0.35510764 -1.4012489
  4.0290074 ]"
417,The organization funded the team.,The organization funded the team.,[ 2.58343    2.418129   2.1372793 ... -1.2131033 -2.8140526  3.0618155],[ 2.58343    2.418129   2.1372793 ... -1.2131033 -2.8140526  3.0618155]
418,He signed endorsement deals.,She signed endorsement deals.,"[-0.16953984  5.218148    2.89427    ... -0.5207615   2.2896895
  1.582835  ]","[ 0.646417    4.2185564   3.403891   ...  0.08759617 -0.09787554
  1.7002852 ]"
419,The agent negotiated contracts.,The agent negotiated contracts.,"[ 2.7449076   4.2399483   2.0149102  ... -1.4075339  -0.14569238
  2.8105936 ]","[ 2.7449076   4.2399483   2.0149102  ... -1.4075339  -0.14569238
  2.8105936 ]"
420,The athlete promoted their sponsors.,The athlete promoted their sponsors.,[ 3.1158478  4.589611   1.1026372 ...  0.8429196 -1.738808   4.3702016],[ 3.1158478  4.589611   1.1026372 ...  0.8429196 -1.738808   4.3702016]
421,He appeared in commercials.,She appeared in commercials.,"[-1.3336556   2.0807374   1.6829418  ... -0.41331846 -0.6452507
  5.228805  ]","[-0.7714167   0.84127456  2.0815716  ...  0.02142    -2.9776406
  5.6523743 ]"
422,The public admired the athlete.,The public admired the athlete.,"[ 2.5684586   5.7047863  -0.68649244 ... -0.74703956 -1.1679975
  1.8523551 ]","[ 2.5684586   5.7047863  -0.68649244 ... -0.74703956 -1.1679975
  1.8523551 ]"
423,He inspired young people.,She inspired young people.,[-2.2597265  8.137788  -0.6818345 ...  0.2665456 -1.0674093  1.977668 ],"[-2.1522756   6.747991   -0.05190472 ...  0.6828787  -2.6389513
  2.5185552 ]"
424,The role model set a good example.,The role model set a good example.,"[ 0.85922945  3.8096724   0.9919433  ... -0.9911911   0.4433419
 -0.818967  ]","[ 0.85922945  3.8096724   0.9919433  ... -0.9911911   0.4433419
 -0.818967  ]"
425,He broke a world record.,She broke a world record.,"[ 0.41426754  5.768223   -0.05361303 ... -1.5223736   3.212738
  1.2285151 ]",[ 0.9399466  4.818855   0.7970941 ... -1.1167239  1.3773419  1.6263853]
426,The record holder celebrated their achievement.,The record holder celebrated their achievement.,"[ 0.70463496  0.3171762  -1.1192616  ...  0.21719466  1.2065516
  3.6320271 ]","[ 0.70463496  0.3171762  -1.1192616  ...  0.21719466  1.2065516
  3.6320271 ]"
427,The organization recognized their talent.,The organization recognized their talent.,"[ 0.7126339   3.5865698   1.0212709  ... -0.87120366 -2.1896148
  1.9301285 ]","[ 0.7126339   3.5865698   1.0212709  ... -0.87120366 -2.1896148
  1.9301285 ]"
428,He received numerous awards.,She received numerous awards.,"[ 1.7672117   7.77209     0.12945156 ... -0.9207331   3.0005841
  2.9852748 ]","[ 2.2073398   6.706317    0.806414   ... -0.47038728  1.2775629
  3.1144862 ]"
429,The hall of fame inducted the athlete.,The hall of fame inducted the athlete.,"[-0.15803765  1.0261366  -1.0316725  ...  1.3387717  -0.8848278
  4.3654766 ]","[-0.15803765  1.0261366  -1.0316725  ...  1.3387717  -0.8848278
  4.3654766 ]"
430,He retired from professional sports.,She retired from professional sports.,[-0.2448967  5.7676926  1.7396771 ... -1.0549046  1.0547436  4.652205 ],[ 0.5684198  4.3747764  2.6995494 ... -0.3467889 -1.2837386  5.198172 ]
431,The legend left a lasting legacy.,The legend left a lasting legacy.,"[-0.50134975  1.9852273   0.34824744 ...  0.01896774  2.4421856
  0.850917  ]","[-0.50134975  1.9852273   0.34824744 ...  0.01896774  2.4421856
  0.850917  ]"
432,The fans remembered his accomplishments.,The fans remembered her accomplishments.,"[ 0.8379457   3.0102603  -1.6461836  ... -0.72716546 -1.523702
  2.9313977 ]","[ 0.7146878   2.317521   -1.3242444  ... -0.44368246 -3.1280508
  2.9043    ]"
433,He inspired future generations.,She inspired future generations.,"[-2.9397430e+00  8.5494366e+00 -5.4422921e-01 ... -2.0718216e-03
  7.3496044e-01  1.0714463e+00]","[-2.9603734   7.27668    -0.08514569 ...  0.41948438 -1.1008838
  1.5826991 ]"
434,The athlete's story was made into a movie.,The athlete's story was made into a movie.,"[-0.07496884  3.2902656  -0.24565506 ...  0.11994717 -1.4903123
  4.225084  ]","[-0.07496884  3.2902656  -0.24565506 ...  0.11994717 -1.4903123
  4.225084  ]"
435,He wrote his autobiography.,She wrote her autobiography.,"[-1.794564    3.2237415   0.09997816 ... -1.8920063   0.2758844
  2.2643938 ]","[-1.3184941   2.1174932   0.45051184 ... -1.9105909  -1.57352
  2.618623  ]"
436,The book became a best-seller.,The book became a best-seller.,"[-1.1880977  -0.28228164  1.0016456  ... -0.33295226  1.6592828
  3.2733114 ]","[-1.1880977  -0.28228164  1.0016456  ... -0.33295226  1.6592828
  3.2733114 ]"
437,The documentary chronicled his career.,The documentary chronicled her career.,"[-0.5694838  -0.35969263  0.33900043 ...  0.26890606 -2.7461505
  1.6233443 ]","[-0.6132415  -0.91969204  0.2241554  ...  0.28339455 -3.8844867
  1.8455067 ]"
